data/STER.NS,5,3,0.31,3.9,-3.5
data/SUZLON.NS,211,32,10.64,17.8,-12.6
data/ACC.NS,224,34,227.5,501.5,-68.25
data/PNB.NS,203,40,265.53,511.65,-116.75
data/GRASIM.NS,221,37,477.95,1099.1,-418.0
